Species_ID,Status,Create_time,Modify_time,EDGE_Group,Type,EDGE_rank,Species_class,Species_order,Species_family,Scientific_name,Synonym,Common_name,ED_score,GE_score,EDGE_score,Short_summary,Summary,Other_names,Edgeometer,Possibly_extinct,Focus_species,Search_countries,Generate_countries,Aquatic_regions
1139,Publish,NULL,NULL,Amphibians,EDGE,591=,Amphibia,Caudata,Plethodontidae,Plethodon meridianus,,South mountain gray-cheeked salamander,17.74362173,VU,4.317147881,,,,,,,U.S.A. ,,
1140,Publish,NULL,NULL,Amphibians,EDGE,591=,Amphibia,Caudata,Plethodontidae,Plethodon petraeus,,Pigeon mountain salamander,17.74362173,VU,4.317147881,,,,,,,U.S.A. ,,
1141,Publish,NULL,NULL,Amphibians,EDGE,591=,Amphibia,Caudata,Plethodontidae,Plethodon shermani,,Red-legged salamander,17.74362173,VU,4.317147881,,,,,,,U.S.A. ,,
1385,Publish,23/02/2010 16:04,23/02/2010 16:04,Amphibians,Other,709,Amphibia,Caudata,Proteidae,Necturus maculosus,"Sirena maculosa, Proteus tetradactylus, Necturus luteus, Phanerobranchus tetradactylus, Triton lateralis, Menobranchus lateralis, Menobranchus tetradactylus, Menobranchus sayii, Phanerobranchus cepedii, Necturus tetradactylus, Necturus lateralis, Menobranchus lacepedii, Hemitriton tetradactylus, Menobranchus maculatus, Proteus canadensis, Siredon hyemalis, Necturus maculatus, Menobranchus latastei, Necturus lateralis var. latastei, Necturus maculosus maculosus, Necturus louisianensis, Necturus maculosus stictus, Necturus maculosus louisianensis, Necturus maculosus walkeri, Necturus louisianensis ",Mudpuppy,103.0085382,LC,4.644472994,Ancient neotenic salamander from North America.,,"Common mudpuppy, waterdog, gilled salamander, lake siren, proteus, banded proteus, Wisconsin mudpuppy, Lake Winnebago mudpuppy, Louisiana mudpuppy, Louisiana waterdog, Red River mudpuppy, Red River waterdog",,N,N,"U.S.A., Canada",,"Great Lakes, drainage basins of the St Lawrence, Allegheny, Ohio, lower Missouri, Arkansas and Mississippi Rivers"
1390,Publish,23/02/2010 18:44,23/02/2010 18:44,Amphibians,Other,952,Amphibia,Caudata,Sirenidae,Siren intermedia,"Siren intermedia intermedia, Siren intermedia nettingi, Siren intermedia texana, Siren texana, ",Lesser siren,79.40989812,LC,4.38713728,This salamander has lost its hind limbs due to its permanently aquatic lifestyle.,,"intermediate siren, Eastern lesser siren, Western lesser siren, dwarf siren, Eastern dwarf siren, Netting’s dwarf siren, Texas siren, Leconte’s mud eel, two-legged eel",,N,N,"U.S.A., Mexico",,
1392,Publish,18/03/2010 20:44,18/03/2010 20:44,Amphibians,Other,208,Amphibia,Caudata,Cryptobranchidae,Cryptobranchus alleganiensis,,Hellbender,92.48579987,NT,5.230956732,"North America’s largest amphibian, hellbenders are one of only three giant salamander species. ",,Devil dog; Snot otter; Mmud-devil; Grampus; Allegheny alligator; Leverian water newt; Vulgo,,N,N,United States,,
144,Publish,NULL,18/11/2010 16:42,Mammals,EDGE,22,Mammalia,Carnivora,Phocidae,Monachus schauinslandi,,Hawaiian Monk Seal,16.79398976,CR,5.65144947,Monk seals are so-named because their uniform brown or greyish coats supposedly resemble a monk’s robes.,"The earliest known pinnipeds first appeared in the fossil record about 23 million years ago. Monachines were the dominant seals of the North Atlantic during the late Miocene and Pliocene. There are three recent species of monk seal: M. monachus (Mediterranean monk seal), M. schauinslandi (Hawaiian monk seal), and the recently extinct M. tropicalis (Caribbean monk seal).",,Active,N,N,United States (Hawaiian Is.),Montserrat,"Pacific-eastern central
Pacific-northwest"
1391,Publish,23/02/2010 16:05,23/02/2010 16:05,Amphibians,Other,951,Amphibia,Caudata,Sirenidae,Siren lacertina,"Muraena siren, Phanerobranchus dipus ",Greater siren,79.40989812,LC,4.38713728,Sirens are salamanders but resemble eels with tiny forelimbs.,,"Common siren, mud iguana, mud eel",,N,N,"USA, Mexico",,
629,Publish,NULL,NULL,Amphibians,EDGE,84,Amphibia,Anura,Dendrobatidae,Minyobates steyermarki,,Demonic Poison Frog,17.11797214,CR,5.669493104,"Adapted to life in small pools of water at the base of plants, this species is threatened by mining and unregulated collection.",,Demonic poison-arrow frog; Sapito Rojo del Yapacana (Spanish),Limited,N,N,Venezuela,,
700,Publish,NULL,NULL,Amphibians,EDGE,155,Amphibia,Anura,Leptodactylidae,Leptodactylus magistris,,"\magistris\"" white-lipped frogs""",12.58726001,CR,5.381721312,,,,,,,Venezuela,,
707,Publish,NULL,NULL,Amphibians,EDGE,162,Amphibia,Anura,Brachycephalidae,Eleutherodactylus boconoensis,,Bocono robber frog,12.15577132,CR,5.349449268,,,,,,,venezuela,,
739,Publish,NULL,NULL,Amphibians,EDGE,194,Amphibia,Anura,Hylidae,Dendropsophus amicorum,,"\amicorum\"" treefrog""",10.97750201,CR,5.25561878,,,,,,,Venezuela,,
925,Publish,NULL,NULL,Amphibians,EDGE,362=,Amphibia,Caudata,Plethodontidae,Bolitoglossa spongai,,"\spongai\"" mushroomtongue salamander""",14.90221941,EN,4.845900227,,,,,,,Venezuela ,,
1225,Publish,NULL,NULL,Amphibians,EDGE,676=,Amphibia,Caudata,Plethodontidae,Bolitoglossa guaramacalensis,,"\guaramacalensis\"" mushroomtongue salamander""",14.90221941,VU,4.152753046,,,,,,,Venezuela ,,
1233,Publish,NULL,NULL,Amphibians,EDGE,676=,Amphibia,Caudata,Plethodontidae,Bolitoglossa orestes,,Culata mushroomtongue salamander,14.90221941,VU,4.152753046,,,,,,,Venezuela ,,
962,Publish,NULL,NULL,Amphibians,EDGE,417,Amphibia,Anura,Hylidae,Dendropsophus meridensis,,Merida treefrog,12.59971244,EN,4.68949019,,,,,,,Venezuela ,,
1283,Publish,NULL,NULL,Amphibians,EDGE,738,Amphibia,Anura,Cryptobatrachidae,Stefania riveroi,,"\riveroi\"" Stefania treefrog or Rana Stefania de Rivero""",12.32435751,VU,3.975888113,,,,,,,Venezuela ,,
1014,Publish,NULL,NULL,Amphibians,EDGE,469=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus ginesi,,Rangel robber frog,11.38243364,EN,4.595720368,,,,,,,Venezuela ,,
1016,Publish,NULL,NULL,Amphibians,EDGE,469=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus lancinii,,Lancini's robber frog,11.38243364,EN,4.595720368,,,,,,,Venezuela ,,
1317,Publish,NULL,NULL,Amphibians,EDGE,769=,Amphibia,Anura,Cryptobatrachidae,Stefania schuberti,,Schubert's Stefania treefrog or Rana Stefania del Auyan-Tepui,11.29360602,VU,3.895373653,,,,,,,Venezuela ,,
1321,Publish,NULL,NULL,Amphibians,EDGE,776=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus bicumulus,,Agua bonita robber frog,11.13645639,VU,3.882508209,,,,,,,Venezuela ,,
829,Publish,NULL,NULL,Amphibians,EDGE,284,Amphibia,Anura,Megophryidae,Vibrissaphora echinata,,"\echinata\"" spiny toad""",18.02110595,EN,5.024990744,,,,,,,Viet Nam,,
976,Publish,NULL,NULL,Amphibians,EDGE,430=,Amphibia,Anura,Bombinatoridae,Bombina microdeladigitora,,Small-webbed bell toad,25.279292,VU,4.655075614,,,,,,,Viet Nam ,,
1073,Publish,NULL,NULL,Amphibians,EDGE,528,Amphibia,Anura,Megophryidae,Brachytarsophrys intermedia,,Annam spadefoot toad,21.44601741,VU,4.497407562,,,,,,,Viet Nam ,,
1172,Publish,NULL,NULL,Amphibians,EDGE,627=,Amphibia,Caudata,Salamandridae,Paramesotriton deloustali,,Vietnamese salamander,16.57849181,VU,4.25297046,,,,,,,Viet Nam ,,
1190,Publish,NULL,NULL,Amphibians,EDGE,642=,Amphibia,Anura,Megophryidae,Leptolalax tuberosus,,Granular toad,15.85305119,VU,4.210826081,,,,,,,Viet Nam ,,
11,Publish,NULL,12/11/2010 15:05,Mammals,EDGE,14,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros sondaicus,,Javan Rhinoceros,24.64177112,CR,6.01681143,"With fewer than 60 individuals remaining, this is the rarest of all the living rhinoceros species.",,Javan rhino,Active,N,N,"Vietnam, Indonesia (Java)",Argentina,
901,Publish,NULL,NULL,Amphibians,EDGE,356=,Amphibia,Anura,Pyxicephalidae,Amietia inyangae,,Inyangani river frog,15.01597329,EN,4.853028096,,,,,,,Zimbabwe,,
754,Publish,NULL,NULL,Amphibians,EDGE,209,Amphibia,Anura,Brevicipitidae,Probreviceps rhodesianus,,Zimbabwe big-fingered frog,22.2857428,EN,5.227282818,,,,,,,"Zimbabwe
Mozambique?",,
643,Publish,NULL,NULL,Amphibians,EDGE,98,Amphibia,Anura,Arthroleptidae,Arthroleptis troglodytes,,Cave squeaker,16.09401835,CR,5.61131732,The cave squeaker has not been seen since 1962 despite surveying efforts.,,,Limited,Y,N,"Zimbabwe
Mozambique?",,
10,Publish,NULL,11/06/2012 16:27,Mammals,EDGE,293,Mammalia,Lagomorpha,Leporidae,Nesolagus netscheri,,Sumatran Striped Rabbit,22.54983845,VU,4.54541332,This shy nocturnal mammal is so rare and cryptic that local people do not even have a name for it.,,"Sumatran Striped Rabbit, Sumatran Rabbit, Sumatran Short-eared Rabbit",Limited,N,N,,Antigua and Barbuda,
153,Publish,NULL,NULL,Mammals,Other,2792,Mammalia,Rodentia,Muridae,Leptomys signatus,,Fly River Leptomys,8.54838024,LC,2.25637153,,,"Fly River Leptomys, Fly River Water Rat",,,,,Antilles,
14,Publish,NULL,NULL,Mammals,EDGE,273,Mammalia,Perissodactyla,Equidae,Equus hemionus,Equus africanus,Asiatic Wild Ass,11.53643902,EN,4.60808107,The onager is the swiftest of all the equids. It has been recorded running at speeds of up to 70 km/h. ,,"Asiatic Wild Ass, Asian Wild Ass, Kulan",Active,N,N,,Australia,
15,Publish,NULL,NULL,Mammals,Other,,Mammalia,Chiroptera,Hipposideridae,Paracoelops megalotis,,"Vietnamese Leaf-nosed Bat, Vietnam Leaf-nosed Bat",21.7420892,DD,0,This large-eared bat is known from only a single specimen. It may already be extinct.,,"Vietnamese Leaf-nosed Bat, Vietnam Leaf-nosed Bat",None,Y,N,,Austria,
16,Publish,NULL,NULL,Mammals,Other,335,Mammalia,Primates,Daubentoniidae,Daubentonia madagascariensis,,Aye-aye,40.76602806,NT,4.42523046,The highly distinctive aye-aye is one of the most bizarre looking animals on the planet.,,Aye-aye,Active,N,N,,Azerbaijan,
17,Publish,NULL,NULL,Mammals,Other,865,Mammalia,Rodentia,Gliridae,Glirulus japonicus,,Japanese Dormouse,37.25884225,LC,3.6443747,"With a thick, bushy tail and a dark stripe on its back, this dormouse resembles a miniature chipmunk.",,Japanese Dormouse,Limited,N,N,,Bahamas,
20,Publish,NULL,NULL,Mammals,Other,,Mammalia,Chiroptera,Molossidae,Otomops wroughtoni,,"Wroughton's Free-tailed Bat, Wroughton's Giant Mastiff Bat",9.50822813,DD,0,"The tail projects far beyond the free edge of the tail membrane, hence the common name &ldquo;free-tailed bat&rdquo;. ",,"Wroughton's Free-tailed Bat, Wroughton's Giant Mastiff Bat",None,N,N,,Barbados,
23,Publish,NULL,NULL,Mammals,EDGE,187,Mammalia,Primates,Lemuridae,Hapalemur aureus,NULL,Golden Bamboo Lemur,14.45809114,EN,4.81757411,Every day this lemur consumes the equivalent of 12 times the lethal dose of cyanide for most mammals! ,NULL,"Golden Bamboo Lemur, Golden Lemur",Limited,N,N,,Benin,NULL
26,Publish,NULL,NULL,Mammals,Other,,Mammalia,Didelphimorphia,Didelphidae,Marmosa andersoni,,Anderson's Mouse Opossum,14.94974767,DD,0,This small mouse-like marsupial is thought to be extremely rare. It is known from only two localities.,,Anderson's Mouse Opossum,None,N,N,,Bhutan,
29,Publish,NULL,NULL,Mammals,EDGE,199,Mammalia,Primates,Indridae,Propithecus tattersalli,,Golden-crowned Sifaka,13.81717988,EN,4.77522885,Considered to be one of the rarest of Madagascar's lemurs. No part of its range is protected.,,"Golden-crowned Sifaka, Tattersall's Sifaka",Limited,N,N,,Botswana,
30,Publish,NULL,15/11/2010 13:12,Mammals,Other,,Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes caurinus,,"Northern Marsupial Mole, Northwestern Marsupial Mole",31.94452571,DD,0,This marsupial mole is more closely related to the kangaroo than it is to true moles. ,,"Northern Marsupial Mole, Northwestern Marsupial Mole",Limited,N,N,,Bouvet Island,
31,Publish,NULL,NULL,Mammals,Other,,Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes typhlops,,"Marsupial Mole, Southern Marsupial Mole",31.94452571,DD,0,Marsupial moles 'swim' through the sands of the deserts in which they live.,,"Marsupial Mole, Southern Marsupial Mole",Limited,N,N,,Brazil,
32,Publish,NULL,NULL,Mammals,Other,,Mammalia,Rodentia,Capromyidae,Isolobodon portoricensis,,Puerto Rican Hutia,15.45821448,EX,0,Christopher Columbus and his crew are believed to have feasted upon this possibly extinct rodent.,,Puerto Rican Hutia,None,Y,N,,British Indian Ocean territory,
35,Publish,NULL,NULL,Mammals,Other,1450,Mammalia,Didelphimorphia,Didelphidae,Gracilinanus aceramarcae,,Aceramarca Gracile Mouse Opossum,17.35141334,LC,2.90970659,Little is known about this rare and cryptic species - only six specimens have ever been collected.,,"Aceramarca Gracile Mouse Opossum, Bolivian Gracile Opossum",None,N,N,,Burkina Faso,
38,Publish,NULL,NULL,Mammals,EDGE,150,Mammalia,Rodentia,Nesomyidae,Macrotarsomys ingens,,Long-tailed Big-footed Mouse,15.97724732,EN,4.9113156,"A medium-sized mouse with large ears, long hind feet and an extremely long tail.",,"Long-tailed Big-footed Mouse, Greater Big-footed Mouse",None,N,N,,Cameroon,
40,Publish,NULL,NULL,Mammals,Other,,Mammalia,Soricomorpha,Talpidae,Talpa davidiana,,Pre David's Mole,12.14029146,DD,0,"Known from only one individual, found in an area of intensive environmental disruption and military activity.",,Pre David's Mole,None,N,N,,Cape Verde,
42,Publish,NULL,NULL,Mammals,Other,169,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops gliroides,,Monito Del Monte,63.5064796,NT,4.85991286,"The monito del monte or \mountain monkey\"" is regarded by scientists as a living fossil.""","The monito del monte is regarded by scientists as a living fossil, because it is the only surviving member of an otherwise extinct lineage dating back more than 40 million years. Only slightly larger than a mouse, it is an excellent climber. The base of its prehensile - or grasping - tail is capable of storing fat, so that the animals can hibernate during the winter when food is scarce.",Monito Del Monte,Limited,N,N,,Central African Republic,
43,Publish,NULL,NULL,Mammals,EDGE,147,Mammalia,Carnivora,Eupleridae,Cryptoprocta ferox,,Fossa,33.10698945,VU,4.91579669,"Madagascar's largest carnivore, the fossa superficially resembles a small, low-slung puma.",,Fossa,Active,N,N,,Chad,
48,Publish,NULL,NULL,Mammals,Other,1086,Mammalia,Erinaceomorpha,Erinaceidae,Podogymnura truei,,Mindanao Gymnure,27.22727204,LC,3.3402886,This species of moonrat is a close cousin of the hedgehog.,,"Mindanao Gymnure, Mindanao Moonrat, Mindanao Wood Shrew",None,N,N,,Colombia,
49,Publish,NULL,09/11/2010 19:05,Mammals,EDGE,223,Mammalia,Chiroptera,Craseonycteridae,Craseonycteris thonglongyai,,Hog-nosed Bat,27.36877862,VU,4.73158356,"The smallest mammal in the world, this bat is roughly the same size as a large bumblebee.",,"Hog-nosed Bat, Bumblebee Bat, Kitti's Hog-nosed Bat",Limited,N,N,,Comoros,
50,Publish,NULL,NULL,Mammals,Other,,Mammalia,Primates,Cheirogaleidae,Allocebus trichotis,,Hairy-eared Dwarf Lemur,27.58566864,DD,0,This cryptic species is one of the smallest of the living primates.,,Hairy-eared Dwarf Lemur,Limited,N,N,,Congo,
52,Publish,NULL,NULL,Mammals,Other,,Mammalia,Soricomorpha,Talpidae,Euroscaptor parvidens,,Small-toothed Mole,13.24890922,DD,0,"This mole spends much of its time eating earthworms stored in its underground \pantry\"". """,,Small-toothed Mole,None,N,N,,Cook Islands,
58,Publish,NULL,NULL,Mammals,Other,1135,Mammalia,Soricomorpha,Soricidae,Chimarrogale hantu,,Malayan Water Shrew,12.1298094,NT,3.26803235,"A relatively large shrew, which is well adapted to its semi-aquatic lifestyle. ",,"Malayan Water Shrew, Asiatic Water Shrew, Hantu Water Shrew",None,N,N,,Czech Republic,
59,Publish,NULL,NULL,Mammals,Other,,Mammalia,Soricomorpha,Soricidae,Chimarrogale sumatrana,,"Sumatran Water Shrew, Sumatra Water Shrew",12.13426256,DD,0,This poorly known water shrew is known only from a single locality. ,,"Sumatran Water Shrew, Sumatra Water Shrew",None,N,N,,Denmark,
60,Publish,NULL,NULL,Mammals,Other,,Mammalia,Rodentia,Gliridae,Selevinia betpakdalaensis,,Desert Dormouse,25.68506062,DD,0,This dormouse has the unusual habit of shedding the upper layers of its skin when it moults.,,Desert Dormouse,None,N,N,,Djibouti,
61,Publish,NULL,NULL,Mammals,Other,,Mammalia,Soricomorpha,Soricidae,Chodsigoa salenskii,,Salenski's Shrew,12.42070768,DD,0,This small shrew is known only from a single specimen. ,,Salenski's Shrew,None,N,N,,Dominica,
62,Publish,NULL,NULL,Mammals,EDGE,131,Mammalia,Artiodactyla,Bovidae,Saiga tatarica,,Saiga/mongolian Saiga,8.2099766,CR,4.99287603,"One of the world's fastest animals, the distinctive saiga can reach speeds of up to 80 km/h.",,"Saiga/mongolian Saiga, Saiga, Saiga Antelope",Active,N,N,,Dominican Republic,
64,Publish,NULL,NULL,Mammals,Other,,Mammalia,Rodentia,Dipodidae,Allactaga firouzi,,Iranian Jerboa,12.23004943,DD,0,The mouse-like jerboa has very long hind legs. It can leap up to three metres in a single bound.,,Iranian Jerboa,None,N,N,,Ecuador,
66,Publish,NULL,NULL,Mammals,Other,,Mammalia,Cetacea,Platanistidae,Platanista minor,,NULL,26.19122582,,0,The local name &rsquo;bhulan&lsquo; is said to refer to the noise this dolphin makes when it breathes.,,NULL,Limited,N,N,,El Salvador,Indus River
68,Publish,NULL,NULL,Mammals,Other,,Mammalia,Soricomorpha,Talpidae,Mogera uchidai,,"Senkaku Mole, Ryukyu Mole",24.18785905,DD,0,"Only one Senkaku mole has ever been captured, and very little is therefore known about the species.",,"Senkaku Mole, Ryukyu Mole",None,N,N,,Eritrea,
71,Publish,NULL,NULL,Mammals,Other,640,Mammalia,Dermoptera,Cynocephalidae,Cynocephalus volans,,Philippine Flying Lemur,50.94750788,LC,3.95023374,"Neither a true flier nor a lemur, this distinctive mammal is part of an ancient lineage of gliding mammals. ",,"Philippine Flying Lemur, Flying Lemur",None,N,N,,Falkland Islands,
72,Publish,NULL,NULL,Mammals,Other,,Mammalia,Soricomorpha,Talpidae,Uropsilus investigator,,Inquisitive Shrew Mole,23.68552925,DD,0,This primitive mole more closely resembles a shrew.,,Inquisitive Shrew Mole,None,N,N,,Faroe Islands,
73,Publish,NULL,NULL,Mammals,Other,1216,Mammalia,Soricomorpha,Talpidae,Uropsilus soricipes,,Chinese Shrew Mole,22.68555681,LC,3.16486545,This primitive mole's unspecialised limbs suggest that it probably does not burrow through the soil. ,,Chinese Shrew Mole,None,N,N,,Fiji,
74,Publish,NULL,NULL,Mammals,EDGE,258,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros unicornis,,Indian Rhinoceros,24.64177112,VU,4.63051707,"The largest of the Asian rhinos, the Indian rhinoceros can be easily identified by its armour-like skin.",,"Indian Rhinoceros, Great Indian Rhinoceros",Active,N,N,,Finland,
75,Publish,NULL,NULL,Mammals,EDGE,307,Mammalia,Rodentia,Dipodidae,Sicista armenica,,Armenian Birch Mouse,10.39935126,EN,4.51299799,"Like its relatives the jumping mice and jerboas, this little mammal travels on the ground by leaping.",,Armenian Birch Mouse,None,N,N,,France,
76,Publish,NULL,NULL,Mammals,Other,1685,Mammalia,Rodentia,Platacanthomyidae,Typhlomys cinereus,,Sort-furred Tree Mouse,14.37824782,LC,2.73295403,This species is not a true dormouse.,,"Sort-furred Tree Mouse, Chapa Pygmy Dormouse, Chinese Pygmy Dormouse",None,N,N,,French Guiana,
77,Publish,NULL,NULL,Mammals,Other,383,Mammalia,Proboscidea,Elephantidae,Loxodonta africana,,African Elephant,36.73655679,NT,4.32377648,The largest living terrestrial mammal.,,African Elephant,Active,N,N,,French Polynesia,
81,Publish,NULL,09/11/2010 19:31,Mammals,Other,1373,Mammalia,Rodentia,Dipodidae,Euchoreutes naso,,Long-eared Jerboa,18.63194124,LC,2.97715789,This small jumping rodent can be distinguished from other jerboas by its enormous ears. ,,Long-eared Jerboa,None,N,N,,Georgia,
82,Publish,NULL,NULL,Mammals,EDGE,281,Mammalia,Perissodactyla,Equidae,Equus grevyi,,Grevy's Zebra,11.39559598,EN,4.59678279,The largest member of the zebra family.,,Grevy's Zebra,Active,N,N,,Germany,
83,Publish,NULL,NULL,Mammals,EDGE,687,Mammalia,Perissodactyla,Equidae,Equus zebra,,Mountain Zebra,11.410093,VU,3.90480445,"The only zebra species to possess a dewlap, or skin fold on its throat.",,"Mountain Zebra, Hartmann's Mountain Zebra",Active,N,N,,Ghana,
85,Publish,NULL,NULL,Mammals,Other,,Mammalia,Chiroptera,Vespertilionidae,Harpiola grisea,,Peter's Tube-nosed Bat,11.40129558,DD,0,"This species is known from only a single specimen, and has not been reported for more than a century.",,Peter's Tube-nosed Bat,None,Y,N,,Greece,
86,Publish,NULL,NULL,Mammals,Other,,Mammalia,Rodentia,Gliridae,Chaetocauda sichuanensis,Chaetocauda sichuanensis,"Sichuan Dormouse, Chinese Dormouse",21.20923849,DD,0,This dormouse is active at night. It sleeps during the day in a nest hidden in a small tree. ,,"Sichuan Dormouse, Chinese Dormouse",None,N,N,,Greenland,
88,Publish,NULL,14/11/2010 21:38,Mammals,EDGE,76,Mammalia,Cetacea,Balaenopteridae,Balaenoptera musculus,,Blue Whale,22.06062052,EN,5.21756797,The blue whale is the largest mammal ever known to have existed.,,"Pygmy Blue Whale, Sibbald's Rorqual, Sulphur-bottom Whale",Active,N,N,,Guadeloupe,"Arctic Sea
Atlantic-Antarctic
Atlantic-eastern central
Atlantic-northeast
Atlantic-northwest
Atlantic-southeast
Atlantic-southwest
Atlantic-western central
Indian Ocean-Antarctic
Indian Ocean-eastern
Indian Ocean-western
Pacific-Antarctic
Pacific-eastern"
89,Publish,NULL,08/03/2012 09:22,Mammals,EDGE,74,Mammalia,Cetacea,Balaenopteridae,Balaenoptera physalus,,Fin Whale,22.24687411,EN,5.22561222,"Fin whales are the second largest mammals on earth. They are named after their large, curved dorsal fins.",,"Common Rorqual, Fin-backed Whale, Finback, Finner, Herring Whale, Razorback",Active,N,N,,Guam,<p>Arctic Sea Atlantic-Antarctic Atlantic-eastern central Atlantic-northeast Atlantic-northwest Atlantic-southeast Atlantic-southwest Atlantic-western central Indian Ocean-Antarctic Indian Ocean-eastern Indian Ocean-western Mediterranean and Black Sea Pacific</p>
90,Publish,NULL,NULL,Mammals,Other,683,Mammalia,Carnivora,Eupleridae,Eupleres goudotii,,Falanouc,23.86380414,NT,3.90656028,The falanouc can store fat in the base of its tail during the cold dry months when food is in short supply.,,"Falanouc, Fanalouc, Malagasy Mongoose, Slender Fanalouc, Small-toothed Mongoose",Limited,N,N,,Guatemala,
92,Publish,NULL,NULL,Mammals,Other,783,Mammalia,Didelphimorphia,Didelphidae,Glironia venusta,,Bushy-tailed Opossum,42.13800245,LC,3.76440434,"The scientific name of this medium-sized opossum roughly translates as \charming dormouse-like animal\"".""",,Bushy-tailed Opossum,None,N,N,,Guinea-Bissau,
93,Publish,NULL,NULL,Mammals,Other,,Mammalia,Chiroptera,Molossidae,Tadarida gallagheri,,Gallagher's Free-tailed Bat,6.5552119,DD,0,This bat has a length of &ldquo;free&rdquo; tail which extends beyond the membrane attached between the hind legs.,,Gallagher's Free-tailed Bat,None,N,N,,Guyana,
94,Publish,NULL,NULL,Mammals,Other,584,Mammalia,Chiroptera,Myzopodidae,Myzopoda aurita,,Eastern Sucker-footed Bat,55.67750847,LC,4.03737746,Special suction pads on its wrists and ankles allow this bat to cling to smooth leaf surfaces while roosting.,,"Eastern Sucker-footed Bat, Madagascar Sucker-footed Bat, Old World Sucker-footed Bat, Sucker-footed Bat",None,N,N,,Haiti,
96,Publish,NULL,NULL,Mammals,Other,,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus imaizumii,,NULL,16.88166306,,0,"Horseshoe bats are named after their complex horseshoe-shaped \nose-leafs\"".""",,NULL,None,N,N,,Honduras,
97,Publish,NULL,NULL,Mammals,EDGE,204,Mammalia,Primates,Hominidae,Pongo pygmaeus,,Bornean Orangutan,13.66284712,EN,4.76475843,"\Orangutan\"" is a Malay word meaning \""person of the forest\"".""",,Bornean Orangutan,Active,N,N,,Hong Kong,
100,Publish,NULL,NULL,Mammals,Other,,Mammalia,Rodentia,Gliridae,Myomimus setzeri,,Setzer's Mouse-tailed Dormouse,19.68687471,DD,0,This unusual dormouse has a mouse-like tail and lives on or under the ground.,,Setzer's Mouse-tailed Dormouse,None,N,N,,India,
101,Publish,NULL,NULL,Mammals,EDGE,322,Mammalia,Rodentia,Capromyidae,Mesocapromys angelcabrerai,,Cabrera's Hutia,9.85059073,EN,4.46366107,,,Cabrera's Hutia,,,,,Indonesia,
102,Publish,NULL,NULL,Mammals,EDGE,324,Mammalia,Rodentia,Capromyidae,Mesocapromys auritus,,Eared Hutia,9.74640444,EN,4.45401277,,,"Eared Hutia, Large-eared Hutia",,,,,Iran,
105,Publish,NULL,NULL,Mammals,EDGE,135,Mammalia,Artiodactyla,Bovidae,Pantholops hodgsonii,,Chiru,17.05124489,EN,4.97265619,,,"Chiru, Tibetan Antelope",,,,,Israel,
107,Publish,NULL,22/11/2010 12:44,Mammals,EDGE,94,Mammalia,Sirenia,Trichechidae,Trichechus manatus,,West Indian Manatee,41.57146606,VU,5.13747858,Found in coastal and freshwater habitats the greatest threat to this species is collisions with water craft.,"These large sea grass grazers are often referred to as sea cows. However, they are more closely related to elephants and hyrax (a small furry rodent-like animal).",West Indian Manatee,Active,N,N,,Jamaica,"Amazon River
Atlantic-northwest
Atlantic-southwest
Atlantic-western central
Orinoco River"
108,Publish,NULL,22/11/2010 15:57,Mammals,EDGE,95,Mammalia,Sirenia,Trichechidae,Trichechus senegalensis,,West African Manatee,41.57146606,VU,5.13747858,These unusual aquatic mammals have the ability to live in both fresh and salt water habitats. They are hunted for meat and are often entangled in fishing gear.,"These unusual aquatic mammals have the ability to live in both fresh and salt water habitats. They are mainly herbivores, but have been reported to consume small fish caught in fishing nets.  Due to this, they are often killed as an agricultural pest.","Seacow, West African Manatee",Active,N,N,,Japan,"Atlantic-eastern central
Atlantic-southeast
West African river systems"
109,Publish,NULL,28/07/2011 18:36,Mammals,EDGE,90,Mammalia,Cetartiodactyla,Physeteridae,Physeter macrocephalus,Physeter catodon,Sperm whale,41.85442196,VU,5.1441032,The sperm whale has the largest brain on earth and was hunted for its spermaceti oil.,,,Active,N,N,,Jordan,"Atlantic-Antarctic
Atlantic-eastern central
Atlantic-northeast
Atlantic-northwest
Atlantic-southeast
Atlantic-southwest
Atlantic-western central
Indian Ocean-Antarctic
Indian Ocean-eastern
Indian Ocean-western
Mediterranean and Black Sea
Pacific-Antarctic"
110,Publish,NULL,NULL,Mammals,EDGE,121,Mammalia,Chiroptera,Pteropodidae,Mirimiri acrodonta,,Fijian Monkey-faced Bat,8.72027172,CR,5.04680229,,,Fijian Monkey-faced Bat,,,,,Kazakhstan,
111,Publish,NULL,NULL,Mammals,EDGE,373,Mammalia,Chiroptera,Pteropodidae,Pteralopex anceps,,Bougainville Monkey-faced Bat,8.68021869,EN,4.34952604,,,Bougainville Monkey-faced Bat,,,,,Kenya,
